track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,year
1vgSaC0BPlL6LEm4Xsx59J,Brian Eno,Apollo,An Ending (Ascent) - Remastered 2005,59,266200,False,0.257,0.0906,8,-25.381,1,0.07,0.932,0.985,0.0786,0.0451,67.46,3,ambient,1983
0VLascXUZ2Ze2u5kUD5J1f,Ludovico Einaudi,Islands - Essential Einaudi,I Giorni,59,411080,False,0.277,0.0314,2,-30.21,1,0.0545,0.992,0.943,0.0712,0.0495,131.571,3,ambient,2011
0OF6WSdeVmYEGBZlxvwvLq,The American Dollar,Ambient One,Anything You Synthesize - Ambient,53,248125,False,0.496,0.0936,1,-22.248,0,0.0359,0.43,0.94,0.0997,0.0308,120.116,4,ambient,2009
4m8QRApdIvxMERrlgigXj4,Sleeping At Last,All Through the Night,All Through the Night,52,197804,False,0.309,0.204,3,-10.867,1,0.0397,0.949,0.0,0.127,0.289,185.309,4,ambient,2014
052z2UsE2wPrHsBJ9tly0g,Air;Gordon Tracks,The Virgin Suicides (Original Motion Picture Score),Playground Love,63,211500,False,0.33,0.423,7,-10.504,0,0.0279,0.265,0.731,0.347,0.117,143.086,4,ambient,2000
6c7uYlmHJtZPnenPjqG7Ir,Joep Beving,Solipsism,Sleeping Lotus,61,152000,False,0.312,0.0268,7,-26.537,0,0.0369,0.994,0.885,0.107,0.188,68.524,4,ambient,2015
7o2AeQZzfCERsRmOM86EcB,Aphex Twin,Selected Ambient Works 85-92,Xtal,60,293751,False,0.51,0.505,9,-13.053,0,0.0344,0.342,0.96,0.117,0.318,114.532,4,ambient,1992
13b87C9TNBFKJAi9YB4Rr8,Brian Eno,Before And After Science,By This River - 2004 Digital Remaster,55,183493,False,0.466,0.0155,7,-25.169,0,0.034,0.956,0.0461,0.126,0.0938,134.678,4,ambient,1977
3Za4yViy4wKFEF0gkqCH3j,Gustavo Santaolalla;Diego Luna,The Book of Life (Original Motion Picture Soundtrack),I Love You Too Much,59,155320,False,0.403,0.255,0,-9.601,1,0.0428,0.854,9.5e-06,0.198,0.21,206.198,3,ambient,2014
40UlFC0dIxv7lAEJaPZLnm,Air,Talkie Walkie,Alone in Kyoto,56,291000,False,0.525,0.366,0,-16.488,1,0.0718,0.958,0.751,0.137,0.0785,179.956,4,ambient,2004
1ULzttQgU3Q9EaIpdoxF1T,Ludovico Einaudi,Le Onde,Le Onde,58,324015,False,0.242,0.154,2,-26.525,1,0.0564,0.975,0.897,0.0964,0.0489,123.077,3,ambient,1994
3yuCAw61jqfyv2KzMoVdXA,Ludovico Einaudi,Divenire (Deluxe Edition),Fly,58,278933,False,0.174,0.178,1,-18.717,0,0.0362,0.994,0.861,0.0737,0.0347,167.972,3,ambient,2006
0aPrTlWUf2nmDkC9gcP5kZ,Boards of Canada,Music Has The Right To Children,Olson,58,91706,False,0.223,0.0138,5,-32.843,0,0.0294,0.937,0.916,0.13,0.0357,64.017,4,ambient,1998
6Xajr512QEGAZ20bqAWkyT,Ólafur Arnalds,Living Room Songs,Near Light,54,208589,False,0.477,0.348,2,-14.586,1,0.0335,0.931,0.949,0.11,0.0867,117.94,4,ambient,2011
0pjCsB0XNSyqM9UazlTODC,Dmitri Shostakovich;Russian State Symphony Orchestra;Dmitry Yablonsky,Shostakovich: Jazz Suites Nos. 1 - 2 / The Bolt / Tahiti Trot,Jazz Suite No. 2: VI. Waltz 2,59,193600,False,0.322,0.184,0,-18.312,0,0.0338,0.984,0.902,0.0813,0.356,107.847,4,ambient,2002
7hyAAjHZaDWSPDzlUYNUIa,Goldmund,The Malady Of Elegance,Threnody,57,281120,False,0.217,0.00572,2,-30.767,1,0.0394,0.989,0.925,0.109,0.174,85.279,4,ambient,2008
2XQSgmtEY2titXhfY414dy,Boards of Canada,Music Has The Right To Children,Roygbiv,59,151520,False,0.631,0.521,4,-10.312,0,0.063,0.0201,0.923,0.103,0.118,84.033,4,ambient,1998
7gbdU7Cuj07lHi0qW0vZcG,Bethel Music;kalley,We Will Not Be Shaken (Live),Ever Be - Live,54,322326,False,0.394,0.56,2,-6.925,1,0.0281,0.00162,0.000582,0.107,0.107,138.057,4,ambient,2015
3FVy3aVs0TFzLv6FEiLqC2,Max Richter,Sleep,Dream 1 (before the wind blows it all away) - Pt. 1,55,153101,False,0.214,0.00144,6,-39.869,1,0.0487,0.995,0.968,0.0998,0.0866,72.046,4,ambient,2015
0dHF8t7OIhgPele5WRUfWG,Sleeping At Last,"Covers, Vol. 1",I'm Gonna Be (500 Miles),54,211787,False,0.394,0.228,4,-12.584,1,0.0431,0.966,3.81e-05,0.113,0.258,104.625,4,ambient,2014
35VfLKymw2iZKWnLTvm8Xv,Grouper,A I A: Alien Observer,Alien Observer,53,236480,False,0.219,0.0825,9,-22.604,0,0.0421,0.994,0.602,0.278,0.168,76.03,3,ambient,2011
40jiZBsr1W3SG15AGU9227,Keaton Henson,Dear,Small Hands,52,180693,False,0.649,0.525,5,-7.551,0,0.0347,0.912,0.000111,0.121,0.603,97.808,4,ambient,2010
4yLSpYlcO0jPPLTa3nW8zN,Ludovico Einaudi,Divenire,Fly,59,278933,False,0.174,0.178,1,-18.717,0,0.0362,0.994,0.861,0.0737,0.0347,167.972,3,ambient,2006
6HRU0CPcG0q3Dq8XVBWacL,Bethel Music;Josh Baldwin,Stand In Your Love (Radio Version),Stand In Your Love (Radio Version),57,221333,False,0.461,0.802,0,-4.448,1,0.0325,0.112,0.0,0.116,0.342,144.518,4,ambient,2018
3jPGemJdr95abo520vyvVk,Ludovico Einaudi,Islands - Essential Einaudi,Le Onde,57,336360,False,0.332,0.131,2,-26.78,1,0.0501,0.993,0.912,0.0955,0.0742,117.9,3,ambient,2011
3ESsjKqrj3M79I8sSZieK3,Aphex Twin,Syro,aisatsana [102],55,321880,False,0.277,0.01,4,-32.893,0,0.0359,0.98,0.848,0.131,0.0353,102.397,4,ambient,2014
47aMbtetHwI7tLR9Z7iec7,Clint Mansell;Kronos Quartet,Requiem for a Dream / OST,Summer Overture,44,155266,False,0.43,0.232,5,-13.059,1,0.0399,0.93,0.872,0.122,0.0424,66.953,4,ambient,2000
6YPb7DMon2lInNJciLwgzG,Sleeping At Last,Turning Page,Turning Page (Instrumental),52,256354,False,0.281,0.339,3,-11.472,1,0.0288,0.793,0.903,0.108,0.163,125.207,4,ambient,2012
6UKrqWqzDTCYBCH2OXAMC3,Yann Tiersen,Cascade Street,I've Never Been There,57,95093,False,0.638,0.384,7,-7.193,1,0.047,0.926,0.341,0.44,0.766,99.967,4,ambient,1996
25zykbJGBYXYjnq5VyhO3N,Nils Frahm,Wintermusik,Ambre,56,227184,False,0.409,0.0523,1,-25.613,1,0.0343,0.993,0.943,0.117,0.344,145.833,3,ambient,2009
7HQCXYyaBmhugyRDvy4V7m,Sleeping At Last,Atlas: I,North,52,259375,False,0.367,0.139,7,-12.903,1,0.0465,0.866,0.0,0.111,0.323,85.695,4,ambient,2014
2FQviMkaoixlgWuGL4u1EO,Aphex Twin,Selected Ambient Works 85-92,I,55,77346,False,0.183,0.0896,2,-27.54,1,0.0486,0.989,0.899,0.107,0.0326,76.923,3,ambient,1992
0dDdc2ugBXcZkO00xvR6wZ,Sleeping At Last,"Covers, Vol. 2",Rainbow Connection,51,192571,False,0.513,0.183,2,-10.249,1,0.0407,0.966,0.0,0.327,0.266,107.18,3,ambient,2016
7McExzjmhDI5NQ6l4D9XR9,Peter Sandberg,Dismantle,Remove The Complexities,54,135668,False,0.235,0.116,4,-21.701,1,0.0328,0.988,0.951,0.122,0.109,167.941,5,ambient,2016
346d2tSxhrRUpL4bp4xn2b,Nils Frahm,Screws,Re,56,230125,False,0.458,0.0743,6,-24.145,0,0.0532,0.993,0.91,0.103,0.232,108.93,3,ambient,2012
70FfytITXJOz0s2xY3rOzz,Marconi Union,Weightless (Ambient Transmission Vol. 2),Weightless Part 3,56,458906,False,0.0746,0.156,9,-24.007,0,0.0393,0.863,0.919,0.105,0.0463,80.494,5,ambient,2012
7b2dMRCVDx7OGekIVjCrs1,Marconi Union,Weightless (Ambient Transmission Vol. 2),Weightless Part 2,54,432506,False,0.385,0.437,1,-17.853,0,0.0422,0.137,0.889,0.132,0.224,169.933,4,ambient,2012
4Y2W4zKa3q72ztbkA0r8Va,Boards of Canada,The Campfire Headphase,Dayvan Cowboy,56,300186,False,0.322,0.615,11,-10.774,1,0.0427,0.507,0.819,0.0677,0.0361,167.95,4,ambient,2005
4RW7EZi7SHSLRwvn1Q8Mqj,Michael Nyman,The Piano: Music From The Motion Picture,The Heart Asks Pleasure First,57,96560,False,0.166,0.263,9,-18.907,0,0.0357,0.972,0.92,0.124,0.41,177.408,3,ambient,1993
5626KdflSKfeDK7RJQfSrE,Nils Frahm,Spaces,Says,53,498000,False,0.217,0.23,0,-12.791,0,0.0324,0.862,0.898,0.725,0.0742,149.76,4,ambient,2013
1H4Eiavp6smYJDIYQmo0vb,Boards of Canada,Music Has The Right To Children,Wildlife Analysis,55,75626,False,0.0936,0.0204,4,-31.212,0,0.042,0.995,0.936,0.139,0.291,80.879,4,ambient,1998
1WOxGNutRwrbik8BA5f2AY,Jon Hopkins,Immunity,Immunity,51,596773,False,0.434,0.305,7,-18.173,1,0.0364,0.892,0.942,0.111,0.0594,139.878,4,ambient,2013
3oRuCzqdduzZ2CBhAtv8zO,Luke Howard,"Sun, Cloud",Portrait Gallery,53,367666,False,0.301,0.0089,1,-30.804,1,0.0371,0.987,0.907,0.101,0.0897,127.536,4,ambient,2013
4A1VmZQ2rdCS07En1TLDNb,John Adams;Nicolas Hodges;Rolf Hind,Road Movies,Adams: Hallelujah Junction: 1st Movement,47,429933,False,0.525,0.144,8,-22.617,1,0.0349,0.984,0.89,0.186,0.321,115.509,4,ambient,2004
2d9KBVxb6bUfVCjjv1JAVe,Brian Eno,Another Green World,The Big Ship - 2004 Digital Remaster,52,181933,False,0.377,0.261,0,-15.708,1,0.0411,0.132,0.875,0.116,0.0457,117.994,3,ambient,1975
60Pe9j2pCBa4Zp4ztf5nhd,Aphex Twin,Windowlicker,Windowlicker,55,368400,False,0.698,0.789,8,-4.936,1,0.163,0.132,0.0091,0.366,0.492,123.016,4,ambient,1999
2fTIn1AqeTGR6tSSfiS8zk,Marconi Union,Weightless (Ambient Transmission Vol. 2),Weightless Part 4,55,437253,False,0.248,0.0318,9,-24.706,0,0.0447,0.926,0.954,0.111,0.0756,130.462,3,ambient,2012
2pr6us08iPNzIex5q6fMvI,Clint Mansell,The Fountain OST,Together We Will Live Forever,51,301733,False,0.483,0.0176,7,-25.501,0,0.052,0.994,0.928,0.0912,0.2,76.384,4,ambient,2006
6TCX42krn2Hq8vqCuEIkrh,Ludovico Einaudi,I Giorni,I Giorni,52,359213,False,0.258,0.082,2,-25.537,1,0.0526,0.988,0.915,0.107,0.0788,142.581,3,ambient,2001
4m8ttWM8IKXyhpv89E867J,Air,Talkie Walkie,Cherry Blossom Girl,55,219760,False,0.436,0.76,1,-7.906,0,0.0374,0.362,0.955,0.13,0.504,75.012,4,ambient,2004
6KeXJbrg02axATKVgdW8am,Ludovico Einaudi,Una Mattina,Ora,54,473493,False,0.225,0.124,10,-26.385,1,0.0544,0.965,0.905,0.0937,0.0479,132.853,4,ambient,2004
2ozeCscFSmHW7FKLSTJlA4,Peter Sandberg,Balm,Synesthesia (Scaled Down Version),52,114461,False,0.679,0.0809,9,-21.97,1,0.0583,0.994,0.942,0.0969,0.195,130.049,4,ambient,2016
7L4w1yQnlhqo4oUjpW53wz,Keaton Henson,Dear,You Don't Know How Lucky You Are,50,228080,False,0.389,0.314,2,-8.559,1,0.0345,0.772,0.576,0.109,0.107,95.641,4,ambient,2010
6IUwiHsyKAZtfBy37Wu4ij,Grouper,Dragging a Dead Deer Up a Hill,Heavy Water/I'd Rather Be Sleeping,53,173026,False,0.458,0.309,2,-14.186,1,0.0283,0.909,0.956,0.118,0.0556,106.006,4,ambient,2008
0c0Z5agmnSibjIWjdZV6R1,Aphex Twin,Come To Daddy,IZ-US,54,177266,False,0.581,0.459,3,-14.519,0,0.0314,0.0398,0.881,0.151,0.315,119.042,4,ambient,1997
1QGQ7wB1KZfpbbWNFCaVGm,Philip Glass,Koyaanisqatsi,Prophecies,48,491333,False,0.0655,0.0455,2,-26.592,0,0.0494,0.884,0.369,0.104,0.0388,66.915,4,ambient,1983
1ZUwoCWz8rJqzBTwtdscPN,Clint Mansell,Mass Effect 3 (Original Soundtrack),Leaving Earth,51,123720,False,0.276,0.289,4,-14.322,0,0.0339,0.662,0.982,0.0963,0.0805,39.369,4,ambient,2012
4XmCzeLAaBZvAKhX9tgTVo,Ludovico Einaudi,Una Mattina,Dietro Casa,54,229826,False,0.401,0.0949,8,-28.822,1,0.0583,0.985,0.883,0.0995,0.0293,103.858,4,ambient,2004
3BfKUxdpnG24qXFYX2e5XU,Fabrizio Paterlini,Viaggi in aeromobile,Soffia la notte,52,204461,False,0.302,0.405,4,-16.077,0,0.0388,0.978,0.927,0.124,0.213,110.259,4,ambient,2007
1XmdB9Kha5e5H4PfTSmewn,Sleeping At Last,Atlas: Touch,Atlas: Touch,50,253892,False,0.398,0.0933,0,-11.879,1,0.0442,0.958,4.63e-06,0.0893,0.185,81.76,3,ambient,2015
35NyjYJFaJxqbUF2y0jWl1,Aphex Twin,Selected Ambient Works Volume II,#1,48,447800,False,0.619,0.0327,10,-20.273,0,0.0371,0.995,0.712,0.0865,0.0785,102.884,4,ambient,1994
5YfZknxIgQayJKaMn5Z11G,Alexis Ffrench,The Secret Piano,Last Song,52,115227,False,0.431,0.0775,4,-23.964,1,0.0706,0.996,0.933,0.0806,0.29,64.86,4,ambient,2009
56rN3Zh03LVnJ5kR1VTRJN,Marconi Union,Weightless (Ambient Transmission Vol. 2),Weightless Part 5,54,440333,False,0.311,0.309,7,-19.505,0,0.036,0.891,0.961,0.112,0.231,115.102,5,ambient,2012
1saXUvvFlAQaefZUFVmhCn,Bethel Music;Paul McClure,We Will Not Be Shaken (Live),Jesus We Love You - Live,53,415079,False,0.253,0.359,11,-8.482,1,0.0317,0.31,6.16e-06,0.359,0.115,115.348,3,ambient,2015
2HHAxkrJbuWZ7JWdxYbsWO,Boards of Canada,The Campfire Headphase,Peacock Tail,51,324906,False,0.641,0.477,2,-13.083,1,0.058,0.165,0.922,0.0788,0.46,171.424,4,ambient,2005
4TrCvd1PrqI14lZb7tEtYo,Stars Of The Lid,And Their Refinement of the Decline,A Meaningful Moment Through a Meaning(less) Process,50,272786,False,0.0629,0.0718,8,-24.789,0,0.0432,0.955,0.907,0.0906,0.0324,67.25,5,ambient,2007
5v3TSHYm8BzbON2u6QBEG7,Burzum,Filosofem,Dunkelheit,52,425066,False,0.295,0.545,4,-9.214,0,0.0442,1.5e-06,0.891,0.585,0.438,54.669,4,ambient,1996
16D9AzevsZAh4GfQEYIo7I,Sleeping At Last,Atlas: I,Earth,48,268111,False,0.292,0.374,10,-10.495,0,0.0332,0.463,0.000292,0.357,0.247,119.784,4,ambient,2014
37HI0imp0t6a0MBS00lPkS,This Will Destroy You,S/T,The Mighty Rio Grande,49,676986,False,0.263,0.171,1,-11.748,1,0.0338,0.241,0.87,0.0766,0.038,111.995,4,ambient,2007
03fImIJ7r7he62QmwI1Tyv,Yann Tiersen,The Lighthouse,The Drowned Girl - Edit,51,123000,False,0.525,0.209,7,-9.403,1,0.0442,0.828,0.927,0.0712,0.944,138.702,3,ambient,1998
7eTDwpm5XKKssoMhMbo67y,Dustin O'Halloran,The Beauty Inside (Original Film Score),Home,53,160812,False,0.327,0.0733,9,-20.667,0,0.04,0.946,0.913,0.339,0.0384,137.139,4,ambient,2013
4llDF3RuBQYj2nkjTCJY4w,This Will Destroy You,Young Mountain,Quiet,44,293173,False,0.482,0.463,1,-7.927,1,0.0573,0.282,0.848,0.36,0.0427,115.011,4,ambient,2006
0eZIx87EUrxkvV7X8fCbIv,Ludovico Einaudi;Marco Decimo,Una Mattina,Resta Con Me,52,295760,False,0.33,0.0295,3,-27.731,1,0.0419,0.961,0.918,0.122,0.0547,136.561,3,ambient,2004
3kbaZC3FZTecvlSR67Sr19,Aphex Twin,Richard D. James Album,Fingerbib,53,228866,False,0.619,0.564,10,-10.696,0,0.0293,0.872,0.926,0.16,0.787,131.908,4,ambient,1996
3bCmDqflFBHijgJfvtqev5,Brian Eno,Ambient 1: Music For Airports (Remastered 2004),1/1 - Remastered 2004,51,1041520,False,0.26,0.00397,2,-31.095,1,0.0406,0.982,0.913,0.102,0.0368,82.862,4,ambient,1978
2Yjv7MOdst5y6fFsq4cKOL,Michael Nyman,The Piano: Music From The Motion Picture,The Heart Asks Pleasure First / The Promise - Edit,54,191866,False,0.208,0.276,9,-14.648,0,0.0293,0.961,0.92,0.129,0.231,177.108,3,ambient,1993
4Sxv0whUHWzHK5T8uuP66S,Aphex Twin,Selected Ambient Works 85-92,Tha,51,547133,False,0.599,0.406,4,-19.881,0,0.0368,0.822,0.933,0.112,0.326,134.762,4,ambient,1992
42KPF7PhUrDkHc3Zdr3Rd5,Lambert,Stay In The Dark,As Ballad,50,293826,False,0.397,0.0496,3,-22.0,1,0.0344,0.981,0.922,0.109,0.174,131.946,4,ambient,2015
1gUAX2ImxDsB3YDcyxMXlB,美波,カワキヲアメク,カワキヲアメク,71,251933,False,0.541,0.846,6,-2.729,0,0.0551,0.0122,0.000149,0.163,0.524,129.138,4,anime,2019
2XpV9sHBexcNrz0Gyf3l18,Ikimonogakari,Chou Ikimonobakari Tennen Kinen Members Best Selection,ブルーバード,70,215706,False,0.536,0.966,6,-2.929,0,0.0558,0.121,0.0,0.0477,0.849,152.076,4,anime,2006
4dPVmeisPfQrLcjx0Wz1KW,Apollo Fresh,JoJo Pose,JoJo Pose,66,105333,True,0.781,0.533,1,-9.215,1,0.302,0.0366,0.0,0.597,0.326,133.967,4,anime,2020
17VP4tofJ3evJbtY8Tk1Qi,Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Golden Wind O.S.T vol.1 Overture,il vento d'oro,66,295575,False,0.491,0.915,11,-4.834,1,0.143,0.00652,0.125,0.0906,0.582,134.947,4,anime,2018
0OGw7V8wAI6OsZIQ12JkTP,Vickeblanka,wizard,Black Rover,66,209573,False,0.592,0.937,11,-4.905,1,0.0442,0.00139,1.74e-05,0.189,0.529,102.073,4,anime,2018
1FXrYwvWwjmbw8cqFC1OWz,majiko,Contrast,Kokoronashi,62,273583,False,0.528,0.593,1,-3.68,1,0.0545,0.289,0.00054,0.0724,0.351,167.238,4,anime,2015
70p3HYq9iHZisJqpDmWd1U,Linked Horizon,Shingeki no Kiseki,Guren no Yumiya,66,310680,False,0.455,0.952,1,-6.382,0,0.0787,0.0232,5.65e-05,0.0662,0.332,90.365,4,anime,2017
5uraJqtCBvLpwt3VeomZdq,Linked Horizon,Shingeki no Kiseki,Shinzo wo Sasageyo!,69,341413,False,0.44,0.983,0,-4.36,1,0.0868,0.22,0.0,0.26,0.203,159.968,4,anime,2017
64yajM6CxtLghmgB53VeXT,Mrs. GREEN APPLE,インフェルノ,インフェルノ,69,212546,False,0.529,0.931,4,-1.538,1,0.0581,0.00955,0.0,0.465,0.695,92.466,4,anime,2019
6bTCdqB1PN5J93hiiZvQzW,Kensuke Ushio,"A Shape of Light ""A Silent Voice the Movie"" Original Soundtrack",lit(var),54,134786,False,0.329,0.258,1,-16.147,0,0.0615,0.943,0.934,0.105,0.0338,95.328,5,anime,2016
0hHc2igYYlSUyZdByauJmB,Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,You Say Run,62,228746,False,0.325,0.947,7,-5.102,1,0.107,0.00143,0.966,0.145,0.352,87.406,4,anime,2016
38kcwx5znepLWCIBID0Bwm,THE ORAL CIGARETTES,FIXION,Kyouran Hey Kids!!,69,250973,False,0.526,0.981,8,-1.82,1,0.111,0.00318,0.00161,0.187,0.781,142.016,4,anime,2016
1p0WZg4NXoNVGj2AuoLJe7,Ikimonogakari,Chou Ikimonobakari Tennen Kinen Members Best Selection,熱情のスペクトラム,64,223613,False,0.479,0.902,11,-2.665,0,0.0439,0.0593,0.0,0.394,0.748,159.975,4,anime,2006
5IzZpz0vA73IIjqFPpXSXP,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",Attack on Titan,62,256920,False,0.54,0.608,2,-8.498,1,0.0508,0.00182,0.76,0.106,0.0389,125.01,4,anime,2013
6rsbsdiGDrYvhbb1K7ziTL,Linked Horizon,Guren no Yumiya Tv Size Ver.,Guren no Yumiya Tv Size Ver.,59,94283,False,0.494,0.91,1,-6.016,0,0.0479,0.561,1.13e-06,0.107,0.507,90.447,4,anime,2013
27iksNpaur1CcH0w8703by,Linked Horizon,Shinzo wo Sasageyo! (TV Size),Shinzo wo Sasageyo! - TV Size,61,90000,False,0.435,0.953,0,-5.327,1,0.0423,0.246,0.0,0.123,0.612,79.959,4,anime,2017
7AEcphXUR52QGYxdZ8TDVI,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",Vogel Im Kafig,57,380053,False,0.109,0.335,9,-12.749,0,0.0353,0.386,0.91,0.0992,0.0397,75.475,4,anime,2013
3gFQOMoUwlR6aUZj81gCzu,Joe Hisaishi,Spirited Away Soundtrack,One Summer Day,65,189800,False,0.41,0.196,0,-15.956,1,0.0383,0.953,0.892,0.0974,0.0622,78.823,4,anime,2001
543jStmHR1VrSfpxmjUIn6,sumika,Chime,フィクション,64,230760,False,0.658,0.94,2,-2.427,1,0.0339,0.144,0.0,0.101,0.694,122.992,4,anime,2019
4YycgLIc3P6oQRY5NiOybl,JAM Project,AREA Z,THE HERO !! 〜怒れる拳に火をつけろ〜,61,229742,False,0.467,0.967,2,-3.528,1,0.116,4.68e-05,0.0,0.195,0.177,130.175,4,anime,2016
0f0qeeE4JTRQpjj4fLUqsa,Shiki-TMNS;Hentai Dude,Senpai (feat. Hentai Dude),Senpai (feat. Hentai Dude),60,172564,True,0.749,0.782,6,-9.589,0,0.176,0.192,0.0,0.632,0.61,83.504,4,anime,2017
5s0AxcVJJD2YYPstMb61ro,Hello Sleepwalkers,Masked Monkey Awakening,Goya No Machiawase,60,170640,False,0.406,0.959,0,-3.014,1,0.0952,0.000891,0.0,0.327,0.571,94.277,4,anime,2014
733hyyG8U8kxxebds98nc6,frad,First Date,First Date,62,173143,False,0.732,0.303,4,-13.575,1,0.057,0.75,0.828,0.141,0.601,82.555,4,anime,2018
188vCXc4bAejLqGhpEVBGT,Linked Horizon,Shingeki no Kiseki,Jiyuu no Tsubasa,60,331946,False,0.373,0.972,7,-6.005,1,0.123,0.0619,3.31e-05,0.379,0.0759,157.433,4,anime,2017
1xsExFad0m5ikHaejXZrcA,Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Stardust Crusaders O.S.T [Departure],Stardust Crusaders,57,307893,False,0.272,0.926,5,-6.754,0,0.114,3.13e-05,0.771,0.308,0.24,140.01,4,anime,2014
0yy8QwH9OOgeF3CBeUDguR,UVERworld,ODD FUTURE,ODD FUTURE,56,225906,False,0.694,0.795,0,-4.649,0,0.0924,0.015,0.0,0.114,0.556,128.036,4,anime,2018
1lTfD2M6UpJRWi3YLb8qb5,Ikimonogakari,Chou Ikimonobakari Tennen Kinen Members Best Selection,SAKURA,52,353800,False,0.463,0.514,5,-5.031,0,0.0301,0.141,0.0,0.37,0.41,149.951,4,anime,2006
6IZF8hi9J6EtFDLQqOlSbu,Joe Hisaishi,Howl's Moving Castle Soundtrack,The Flower Garden,64,178506,False,0.0999,0.181,0,-17.599,0,0.0424,0.94,0.888,0.105,0.0922,71.277,4,anime,2004
2ZJ28Rm7OXMYJshLtp5uff,Joe Hisaishi,Kiki's Delivery Service Soundtrack Music Collection,A Town with an Ocean View,59,180333,False,0.524,0.345,7,-15.659,1,0.0261,0.489,0.013,0.342,0.771,106.621,4,anime,1989
6zSXcvXQ8T74fXm72OpSOb,Hiroyuki Sawano,"TV Anime ""Attack on Titan"" Original Soundtrack",The Reluctant Heroes,54,267120,False,0.552,0.804,11,-7.233,0,0.0968,0.00486,2.75e-05,0.414,0.543,127.039,4,anime,2013
27kGlAZVLGtgbWSuCbxXge,Yoshihisa Hirano,TVアニメ「HUNTER×HUNTER」オリジナル・サウンドトラック,奇術師のバイレ,51,66946,False,0.734,0.724,7,-11.339,0,0.0398,0.679,0.842,0.258,0.85,116.982,3,anime,2012
33w7LgNJIuhs5dhSYZ0do1,EGOIST,Extra Terrestrial Biological Entities,Departures 〜あなたにおくるアイの歌〜,50,255013,False,0.473,0.431,2,-8.172,1,0.0305,0.493,0.0,0.0752,0.283,143.862,4,anime,2011
3Lsdp3mbD27MjxvTeFm0v3,Joe Hisaishi,Howl's Moving Castle Soundtrack,You're in Love,62,71800,False,0.526,0.0344,7,-27.855,0,0.11,0.996,0.924,0.118,0.208,67.101,4,anime,2004
6GqMQUzxuTG88y5WZ0HYLr,Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Diamond is unbreakable O.S.T Vol.1 -Good Morning Morioh Cho- Music by Yugo Kanno,Diamond is unbreakable - Main Theme,56,247880,False,0.562,0.897,10,-4.882,0,0.0635,0.00166,0.0985,0.379,0.526,129.929,4,anime,2016
3cIKojC2JBVIno9b35MJWn,Joe Hisaishi,Howl's Moving Castle Soundtrack,Opening Song - Merry-Go-Round of Life,60,153573,False,0.325,0.0947,2,-20.885,0,0.0333,0.906,0.869,0.571,0.0949,49.034,3,anime,2004
39HrUxcvKF3jtLz7fUDWXc,Hikaru Utada,First Love,First Love,65,257293,False,0.438,0.434,7,-8.37,1,0.0371,0.122,0.0,0.15,0.195,179.913,4,anime,1999
2KvhjbZPPtNXTB6wib1rXB,Maretu,Coin locker Baby,Mind brand,61,259230,True,0.51,0.963,10,-2.662,0,0.0523,0.00806,0.000151,0.175,0.57,155.976,4,anime,2016
1PGCzcLCqV1yu9M3FmxKlu,Sukima Switch,POPMAN’S WORLD ~All Time Best 2003-2013~,ゴールデンタイムラバー,55,339720,False,0.647,0.864,5,-5.19,0,0.0296,0.00536,0.0,0.403,0.767,125.095,4,anime,2013
4ebKRYnUm7pSy5xEnHhjs3,FLOW,Go!!!,GO!!! 〜NARUTO OPENING MIX〜,51,93133,False,0.601,0.972,11,-1.767,1,0.0563,0.0701,0.0,0.165,0.941,133.74,4,anime,2004
66Aox16AXYiqZum37rTDRG,SPYAIR,Imagination,イマジネーション,49,177853,False,0.486,0.936,1,-2.957,1,0.0546,0.00227,3.34e-05,0.168,0.551,101.993,4,anime,2014
7mGD2p1TAGLr2fvlKYC2gN,Bruce Faulconer,The Best of DragonBall Z - Volume I,Vegeta - Super Saiyan,45,57853,False,0.305,0.893,5,-9.621,0,0.048,0.000746,0.914,0.366,0.173,120.226,4,anime,2001
0id1qkWX2s92QjBJcQZj8r,Joe Hisaishi,Spirited Away Soundtrack,The Sixth Station,57,218240,False,0.304,0.0463,4,-25.773,0,0.0353,0.879,0.803,0.0923,0.0392,77.936,4,anime,2001
3NbcxD3uC4aDsv87lwK1WM,Taku Iwasaki,JOJO'S BIZARRE ADVENTURE -O.S.T Battle Tendency [Musik],Overdrive,51,226706,False,0.576,0.822,1,-8.456,1,0.11,0.000909,0.537,0.11,0.193,134.981,4,anime,2013
5RbMlPFL4gVyEHW2lEOuzG,Sukima Switch,夏雲ノイズ,奏(かなで),62,328626,False,0.519,0.666,10,-6.163,1,0.0262,0.553,0.000169,0.0948,0.461,149.839,4,anime,2004
